aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
79,0.6,18,134,31,18,良,25,8,2019-05-18
68,0.4,17,101,86,33,良,78,5,2019-05-19
56,0.4,27,100,61,16,良,148,4,2019-05-20
70,0.4,43,124,55,22,良,160,8,2019-05-21
92,0.6,53,150,77,34,良,168,13,2019-05-22
204,1.1,57,286,118,53,重度污染,229,16,2019-05-23
128,0.5,23,190,92,29,轻度污染,226,10,2019-05-24
159,0.9,37,224,106,46,中度污染,239,13,2019-05-25
64,1,23,109,67,46,良,299,6,2019-05-26
52,0.3,21,102,22,8,良,10,4,2019-05-27
95,0.4,38,153,52,21,良,243,10,2019-05-28
184,0.8,34,249,92,42,中度污染,280,15,2019-05-29
119,0.5,25,180,62,20,轻度污染,215,9,2019-05-30
67,0.3,32,120,43,12,良,177,5,2019-05-31
86,0.7,37,143,72,27,良,267,12,2019-06-01
171,1.1,35,236,102,49,中度污染,169,15,2019-06-02
135,0.9,25,198,71,39,轻度污染,298,10,2019-06-03
84,0.8,25,140,61,43,良,170,10,2019-06-04
100,1.4,51,102,85,75,良,296,9,2019-06-05
95,1.1,46,132,52,71,良,323,5,2019-06-06
149,0.7,29,213,54,47,轻度污染,312,6,2019-06-07
97,0.6,29,156,67,40,良,315,7,2019-06-08
75,0.6,19,129,46,28,良,291,6,2019-06-09
139,0.7,27,202,56,32,轻度污染,197,11,2019-06-10
99,0.8,23,158,41,28,良,162,8,2019-06-11
202,0.9,37,275,93,45,重度污染,113,9,2019-06-12
110,1.4,40,171,89,60,轻度污染,315,10,2019-06-13
181,1.5,42,246,96,92,中度污染,321,10,2019-06-14
70,0.7,22,123,44,33,良,261,8,2019-06-15
37,0.5,20,73,26,10,优,95,7,2019-06-16
93,1,35,151,52,33,良,85,14,2019-06-17
183,0.9,33,248,85,50,中度污染,220,9,2019-06-18
78,0.9,23,120,56,57,良,318,6,2019-06-19
197,1.1,31,262,86,79,中度污染,315,7,2019-06-20
75,0.8,22,129,49,49,良,322,7,2019-06-21
150,0.6,37,214,49,17,轻度污染,132,8,2019-06-22
128,0.7,29,190,58,27,轻度污染,272,10,2019-06-23
200,0.8,30,265,70,34,中度污染,258,16,2019-06-24
192,0.8,22,257,87,36,中度污染,265,11,2019-06-25
156,0.7,21,221,65,30,中度污染,207,11,2019-06-26
200,0.8,24,265,70,38,中度污染,177,9,2019-06-27
138,0.8,23,201,61,35,轻度污染,267,7,2019-06-28
108,0.8,19,168,56,44,轻度污染,300,6,2019-06-29
81,0.6,21,137,38,13,良,165,6,2019-06-30
110,0.8,26,170,46,22,轻度污染,225,9,2019-07-01
140,1,30,203,56,28,轻度污染,189,13,2019-07-02
167,0.9,29,232,48,24,中度污染,155,10,2019-07-03
191,0.8,26,256,63,32,中度污染,198,10,2019-07-04
155,0.8,20,220,71,41,中度污染,269,7,2019-07-05
67,1,20,120,26,29,良,187,5,2019-07-06
65,0.7,17,118,33,29,良,216,5,2019-07-07
134,1,26,197,52,46,轻度污染,301,7,2019-07-08
85,1,37,141,62,56,良,323,7,2019-07-09
70,0.6,18,123,34,34,良,321,6,2019-07-10
107,0.6,22,167,38,25,轻度污染,99,6,2019-07-11
156,0.8,22,221,57,47,中度污染,174,7,2019-07-12
137,1.1,23,200,62,50,轻度污染,311,9,2019-07-13
143,1,18,207,45,35,轻度污染,194,7,2019-07-14
158,0.9,23,223,44,36,中度污染,207,6,2019-07-15
80,0.8,17,135,45,31,良,167,8,2019-07-16
94,1.2,21,128,74,70,良,299,9,2019-07-17
114,1.1,25,173,72,86,轻度污染,324,5,2019-07-18
85,0.7,17,141,36,23,良,126,5,2019-07-19
46,0.7,24,90,42,32,优,115,4,2019-07-20
159,1.1,19,224,72,73,中度污染,316,4,2019-07-21
149,1.1,33,213,79,55,轻度污染,288,6,2019-07-22
113,0.8,17,174,39,34,轻度污染,321,3,2019-07-23
151,0.9,28,216,59,44,中度污染,313,3,2019-07-24
137,0.8,30,200,72,36,轻度污染,268,4,2019-07-25
172,1,26,237,89,53,中度污染,319,4,2019-07-26
140,1,23,203,70,58,轻度污染,314,3,2019-07-27
114,1,18,175,60,47,轻度污染,179,3,2019-07-28
61,0.8,17,113,35,32,良,319,3,2019-07-29
100,0.7,18,160,30,22,良,55,3,2019-07-30
160,0.9,22,225,64,41,中度污染,193,4,2019-07-31
152,1,24,217,58,37,中度污染,316,4,2019-08-01
61,0.9,23,113,34,31,良,316,4,2019-08-02
73,1.1,20,127,29,19,良,194,8,2019-08-03
47,0.8,28,94,38,26,优,131,5,2019-08-04
74,0.7,24,128,44,31,良,247,4,2019-08-05
96,0.9,33,155,47,39,良,286,4,2019-08-06
60,0.8,28,112,40,28,良,249,4,2019-08-07
122,0.8,26,184,44,38,轻度污染,269,4,2019-08-08
78,0.6,18,133,33,23,良,127,4,2019-08-09
70,0.7,20,123,23,26,良,157,4,2019-08-10
28,1.1,18,32,14,10,优,48,6,2019-08-11
29,0.6,12,57,10,6,优,11,5,2019-08-12
33,0.7,20,66,19,7,优,7,5,2019-08-13
77,0.9,31,132,45,22,良,113,6,2019-08-14
133,1,31,196,58,38,轻度污染,261,8,2019-08-15
58,0.5,21,109,31,10,良,141,4,2019-08-16
59,0.5,31,110,38,12,良,190,5,2019-08-17
123,0.9,37,185,66,26,轻度污染,216,10,2019-08-18
160,1,33,225,68,34,中度污染,211,11,2019-08-19
58,1,35,109,56,36,良,291,8,2019-08-20
68,0.8,44,121,43,32,良,283,6,2019-08-21
69,0.7,55,81,59,25,良,265,8,2019-08-22
57,0.8,39,108,55,23,良,281,8,2019-08-23
120,1,32,182,53,31,轻度污染,228,10,2019-08-24
116,0.8,31,177,56,29,轻度污染,119,8,2019-08-25
87,1.2,31,144,74,58,良,257,7,2019-08-26
84,0.8,35,140,66,53,良,330,6,2019-08-27
54,0.6,32,84,57,18,良,290,8,2019-08-28
46,0.4,26,91,27,7,优,106,5,2019-08-29
50,0.6,32,99,36,10,优,232,7,2019-08-30
94,0.8,36,152,49,20,良,252,10,2019-08-31
127,0.8,36,189,57,26,轻度污染,229,12,2019-09-01
159,1,33,224,78,47,中度污染,289,10,2019-09-02
155,1,33,220,72,49,中度污染,321,11,2019-09-03
100,0.8,51,159,57,26,良,192,10,2019-09-04
120,0.8,45,182,72,37,轻度污染,251,10,2019-09-05
157,0.9,37,222,89,59,中度污染,285,8,2019-09-06
186,1,37,251,92,72,中度污染,310,8,2019-09-07
173,1.1,31,238,90,48,中度污染,207,12,2019-09-08
139,1.1,40,202,104,59,轻度污染,242,8,2019-09-09
45,0.9,36,52,43,19,优,267,13,2019-09-10
55,0.8,44,49,42,17,良,237,15,2019-09-11
49,0.7,39,75,49,20,优,225,10,2019-09-12
43,0.6,23,85,32,28,优,199,5,2019-09-13
55,1.2,44,105,52,36,良,274,14,2019-09-14
86,0.9,32,143,60,36,良,313,11,2019-09-15
46,0.6,33,76,46,18,优,212,8,2019-09-16
61,0.7,43,113,69,26,良,163,9,2019-09-17
52,0.6,33,73,54,22,良,315,12,2019-09-18
55,0.7,44,77,49,16,良,141,10,2019-09-19
79,1.1,63,110,101,53,良,182,13,2019-09-20
116,1.4,49,177,101,78,轻度污染,320,13,2019-09-21
109,1.5,49,169,75,61,轻度污染,319,20,2019-09-22
134,1.1,52,197,95,64,轻度污染,255,11,2019-09-23
64,0.8,47,111,77,42,良,311,12,2019-09-24
89,0.9,53,146,56,22,良,77,10,2019-09-25
113,0.9,45,174,60,31,轻度污染,142,13,2019-09-26
127,0.9,36,189,63,51,轻度污染,86,8,2019-09-27
130,1.1,42,193,86,71,轻度污染,274,9,2019-09-28
133,0.9,38,196,109,56,轻度污染,259,8,2019-09-29
120,0.8,30,182,91,48,轻度污染,218,9,2019-09-30
125,0.8,22,187,72,46,轻度污染,234,9,2019-10-01
124,0.9,26,186,69,46,轻度污染,138,9,2019-10-02
130,1,30,192,88,54,轻度污染,225,9,2019-10-03
36,0.6,20,48,36,12,优,208,7,2019-10-04
40,0.6,32,69,26,12,优,67,7,2019-10-05
49,0.8,39,75,42,25,优,191,9,2019-10-06
60,0.8,31,95,52,43,良,268,7,2019-10-07
53,0.6,42,71,44,19,良,309,8,2019-10-08
80,0.9,43,135,72,39,良,205,11,2019-10-09
70,0.8,35,72,47,51,良,57,6,2019-10-10
56,0.7,41,51,62,27,良,287,8,2019-10-11
58,0.7,46,54,60,17,良,191,12,2019-10-12
52,0.8,41,26,47,19,良,201,10,2019-10-13
47,0.7,37,60,36,19,优,152,9,2019-10-14
70,0.8,56,70,60,42,良,272,13,2019-10-15
70,0.8,54,45,66,51,良,285,14,2019-10-16
103,1.1,49,30,58,77,轻度污染,198,8,2019-10-17
150,1.3,63,66,78,115,轻度污染,308,8,2019-10-18
193,1.5,66,119,103,145,中度污染,322,11,2019-10-19
135,1.1,62,70,147,103,轻度污染,307,8,2019-10-20
76,0.9,52,59,102,26,良,302,11,2019-10-21
90,1.1,72,71,104,40,良,131,11,2019-10-22
149,1.5,94,84,150,114,轻度污染,220,12,2019-10-23
97,1,51,68,66,72,良,321,8,2019-10-24
38,0.4,30,67,26,12,优,9,6,2019-10-25
63,0.7,50,65,68,39,良,236,11,2019-10-26
102,1,69,48,117,76,轻度污染,196,15,2019-10-27
109,0.4,30,60,167,40,轻度污染,295,8,2019-10-28
78,0.7,57,60,105,33,良,64,11,2019-10-29
145,1.1,82,54,240,84,轻度污染,248,20,2019-10-30
95,1.1,74,63,140,63,良,293,15,2019-10-31
68,0.9,54,58,68,27,良,202,10,2019-11-01
85,1.5,68,18,74,32,良,52,18,2019-11-02
63,1.2,50,32,76,38,良,223,20,2019-11-03
82,1.1,58,72,92,60,良,206,13,2019-11-04
65,0.9,52,56,70,47,良,258,12,2019-11-05
82,0.8,65,43,74,44,良,65,12,2019-11-06
49,0.6,38,49,49,21,优,215,11,2019-11-07
85,1,62,62,98,63,良,61,12,2019-11-08
207,1.7,78,59,157,157,重度污染,266,13,2019-11-09
65,0.6,31,57,79,42,良,315,6,2019-11-10
70,0.6,56,51,64,23,良,190,8,2019-11-11
100,1.3,80,43,117,62,良,72,20,2019-11-12
62,0.4,28,64,73,20,良,317,7,2019-11-13
76,0.9,60,33,101,36,良,71,18,2019-11-14
64,1.2,48,40,78,35,良,297,15,2019-11-15
54,1,43,29,52,32,良,51,14,2019-11-16
110,1.3,44,38,170,53,轻度污染,92,13,2019-11-17
77,0.5,27,53,103,20,良,284,6,2019-11-18
63,0.6,50,47,76,25,良,209,8,2019-11-19
110,1.6,86,15,170,70,轻度污染,155,24,2019-11-20
150,1.8,96,9,182,115,轻度污染,308,17,2019-11-21
149,1.9,82,20,140,114,轻度污染,307,15,2019-11-22
156,2.2,75,6,125,119,中度污染,282,16,2019-11-23
34,0.4,22,54,34,19,优,223,5,2019-11-24
48,0.4,38,43,30,14,优,54,8,2019-11-25
77,0.9,61,41,74,43,良,211,14,2019-11-26
67,0.9,53,41,64,28,良,291,15,2019-11-27
70,0.8,56,40,50,27,良,177,12,2019-11-28
87,1.1,69,29,75,55,良,170,15,2019-11-29
119,1.2,61,18,80,90,轻度污染,278,9,2019-11-30
37,0.4,29,57,34,17,优,8,6,2019-12-01
45,0.5,36,54,39,16,优,136,7,2019-12-02
78,1,62,40,84,49,良,176,13,2019-12-03
77,0.9,61,52,67,34,良,240,10,2019-12-04
52,0.7,41,42,47,31,良,111,12,2019-12-05
65,0.7,52,48,57,43,良,93,12,2019-12-06
179,1.7,76,20,148,135,中度污染,246,13,2019-12-07
203,1.5,56,24,134,153,重度污染,283,6,2019-12-08
225,2.3,76,19,174,175,重度污染,291,6,2019-12-09
193,2.6,71,27,173,145,中度污染,297,8,2019-12-10
45,0.6,36,58,37,20,优,1,6,2019-12-11
77,0.8,61,36,46,26,良,14,9,2019-12-12
78,1.1,62,38,77,46,良,112,13,2019-12-13
67,0.8,53,32,41,19,良,15,12,2019-12-14
82,1,65,13,66,43,良,75,17,2019-12-15
94,1.6,57,8,49,70,良,231,9,2019-12-16
40,0.6,32,60,24,26,优,271,6,2019-12-17
60,0.7,48,38,35,21,良,22,8,2019-12-18
55,0.7,44,53,37,24,良,165,8,2019-12-19
74,0.9,59,32,49,30,良,44,10,2019-12-20
102,1.5,78,19,97,76,轻度污染,226,11,2019-12-21
175,2.4,85,10,148,132,中度污染,274,15,2019-12-22
99,1.7,58,30,72,74,良,272,12,2019-12-23
65,0.9,52,41,46,46,良,109,11,2019-12-24
104,1.3,59,27,80,78,轻度污染,205,9,2019-12-25
65,0.8,52,42,66,40,良,251,7,2019-12-26
93,1.4,70,23,120,69,良,169,15,2019-12-27
140,1.9,89,16,143,107,轻度污染,281,13,2019-12-28
172,2,78,26,139,130,中度污染,289,10,2019-12-29
40,0.4,18,52,40,10,优,15,5,2019-12-30
52,0.6,41,40,32,18,良,4,7,2019-12-31
93,1.2,74,19,97,62,良,126,14,2020-01-01
112,1.5,88,15,127,84,轻度污染,219,14,2020-01-02
188,2.4,107,17,190,141,中度污染,215,28,2020-01-03
190,2.5,109,16,160,143,中度污染,290,23,2020-01-04
94,1.5,75,10,70,57,良,101,13,2020-01-05
104,1.8,66,15,62,78,轻度污染,159,9,2020-01-06
68,1.2,54,41,40,46,良,278,10,2020-01-07
54,0.4,43,62,25,15,良,18,4,2020-01-08
125,1.4,82,43,94,95,轻度污染,127,10,2020-01-09
93,1.1,71,40,67,69,良,228,8,2020-01-10
63,0.9,50,52,42,25,良,112,14,2020-01-11
84,0.8,67,37,49,34,良,112,10,2020-01-12
49,0.5,39,63,27,15,优,139,5,2020-01-13
69,1,55,44,51,29,良,16,12,2020-01-14
179,1.6,78,65,138,135,中度污染,104,13,2020-01-15
276,2.4,89,22,206,226,重度污染,322,15,2020-01-16
272,2.5,92,35,196,222,重度污染,304,15,2020-01-17
286,2.7,55,24,216,236,重度污染,322,8,2020-01-18
94,1.1,45,59,89,70,良,300,7,2020-01-19
42,0.5,33,65,26,16,优,217,6,2020-01-20
79,1.2,63,35,62,43,良,22,17,2020-01-21
211,2,78,44,168,161,重度污染,,11,2020-01-22
204,1.6,53,76,133,154,重度污染,305,11,2020-01-23
77,0.6,24,75,50,56,良,111,9,2020-01-24
104,0.8,34,76,89,78,轻度污染,50,10,2020-01-25
266,1.7,43,77,221,216,重度污染,283,12,2020-01-26
289,1.9,46,101,227,239,重度污染,320,12,2020-01-27
247,2.1,48,84,166,197,重度污染,317,20,2020-01-28
108,1.3,35,84,56,81,轻度污染,303,11,2020-01-29
43,1.3,34,77,28,24,优,96,19,2020-01-30
119,1.4,41,91,86,90,轻度污染,11,17,2020-01-31
40,0.5,18,80,30,25,优,265,7,2020-02-01
38,0.5,18,75,24,26,优,30,5,2020-02-02
38,0.7,23,75,28,24,优,71,8,2020-02-03
40,1.2,31,68,39,28,优,208,12,2020-02-04
32,0.5,21,64,26,16,优,35,6,2020-02-05
42,0.6,19,62,32,29,优,15,7,2020-02-06
132,1.1,28,56,100,100,轻度污染,294,6,2020-02-07
133,1.2,34,74,92,101,轻度污染,322,8,2020-02-08
201,1.7,39,59,138,151,重度污染,247,9,2020-02-09
219,2,66,87,157,169,重度污染,323,13,2020-02-10
166,1.7,71,57,103,126,中度污染,328,10,2020-02-11
138,1.3,55,77,87,105,轻度污染,319,11,2020-02-12
138,1.3,41,47,92,105,轻度污染,318,10,2020-02-13
57,0.7,13,62,45,40,良,320,4,2020-02-14
36,0.4,9,71,9,10,优,40,4,2020-02-15
40,0.3,9,79,9,6,优,97,4,2020-02-16
38,0.4,17,76,14,9,优,73,5,2020-02-17
57,0.8,45,69,47,39,良,93,12,2020-02-18
122,1.3,50,57,78,92,轻度污染,272,6,2020-02-19
122,1.1,34,49,79,92,轻度污染,264,6,2020-02-20
148,1.1,34,76,115,113,轻度污染,290,6,2020-02-21
41,0.4,20,82,19,9,优,104,5,2020-02-22
66,0.8,47,87,81,47,良,28,14,2020-02-23
113,1.3,52,78,111,85,轻度污染,255,11,2020-02-24
53,1,39,56,52,37,良,201,17,2020-02-25
47,0.7,37,64,40,26,优,45,13,2020-02-26
45,0.5,36,66,29,22,优,4,12,2020-02-27
87,0.9,32,49,52,64,良,164,11,2020-02-28
98,1,30,59,56,73,良,309,5,2020-02-29
55,0.8,28,74,37,39,良,310,4,2020-03-01
57,0.9,40,80,44,40,良,70,9,2020-03-02
40,0.6,19,78,24,28,优,302,4,2020-03-03
40,0.3,18,80,16,10,优,37,4,2020-03-04
54,0.8,43,81,42,33,良,62,12,2020-03-05
110,0.9,46,98,86,83,轻度污染,297,12,2020-03-06
138,1.1,34,104,67,105,轻度污染,327,6,2020-03-07
147,1.3,34,82,85,112,轻度污染,187,3,2020-03-08
103,1.4,39,54,48,77,轻度污染,327,6,2020-03-09
43,0.6,34,76,32,30,优,210,5,2020-03-10
68,0.7,51,96,85,43,良,108,12,2020-03-11
76,0.8,43,63,102,45,良,279,11,2020-03-12
51,0.5,36,81,51,24,良,102,7,2020-03-13
52,0.5,30,87,54,26,良,197,6,2020-03-14
55,0.6,31,83,60,17,良,128,7,2020-03-15
62,0.6,37,87,74,29,良,125,8,2020-03-16
68,0.7,53,102,85,48,良,276,8,2020-03-17
106,0.6,27,98,161,43,轻度污染,152,9,2020-03-18
44,0.4,21,88,44,10,优,140,4,2020-03-19
92,0.7,54,79,134,48,良,118,11,2020-03-20
74,0.8,38,83,98,37,良,314,11,2020-03-21
64,0.6,37,116,60,29,良,118,7,2020-03-22
63,0.8,46,91,76,41,良,220,12,2020-03-23
88,0.9,62,107,85,65,良,69,15,2020-03-24
98,0.9,70,118,92,73,良,328,17,2020-03-25
50,0.5,28,69,50,24,优,228,6,2020-03-26
42,0.3,17,84,31,8,优,100,3,2020-03-27
44,0.4,33,87,43,14,优,138,7,2020-03-28
58,0.6,45,107,65,38,良,234,13,2020-03-29
68,0.5,29,115,65,49,良,276,8,2020-03-30
74,0.6,33,100,68,54,良,259,7,2020-03-31
52,0.7,30,81,53,25,良,307,9,2020-04-01
54,0.6,29,89,58,36,良,226,7,2020-04-02
54,0.7,33,99,56,38,良,195,7,2020-04-03
120,0.5,24,90,189,23,轻度污染,184,7,2020-04-04
67,0.7,43,111,84,29,良,121,18,2020-04-05
112,1,55,141,153,84,轻度污染,297,13,2020-04-06
70,0.7,37,78,89,39,良,325,8,2020-04-07
58,1,46,81,66,24,良,68,16,2020-04-08
50,0.5,25,100,40,22,优,91,7,2020-04-09
62,0.6,39,111,55,44,良,90,6,2020-04-10
55,0.5,43,103,60,35,良,257,7,2020-04-11
71,0.7,44,120,91,35,良,209,8,2020-04-12
78,0.8,62,132,103,57,良,109,12,2020-04-13
93,0.8,44,148,92,69,良,298,12,2020-04-14
129,0.8,34,191,89,61,轻度污染,170,15,2020-04-15
87,1,28,107,96,64,良,,6,2020-04-16
86,0.7,35,143,67,37,良,172,5,2020-04-17
99,0.9,49,158,77,68,良,264,8,2020-04-18
105,0.8,29,165,65,66,轻度污染,312,7,2020-04-19
47,0.4,13,94,32,11,优,31,4,2020-04-20
45,0.3,15,89,44,9,优,54,5,2020-04-21
45,0.3,15,90,34,10,优,216,4,2020-04-22
47,0.3,20,93,30,10,优,140,5,2020-04-23
79,0.5,28,105,107,24,良,189,9,2020-04-24
65,0.5,24,100,80,19,良,325,7,2020-04-25
58,0.7,32,109,59,31,良,209,10,2020-04-26
80,0.9,52,135,72,54,良,312,12,2020-04-27
130,0.7,28,192,109,48,轻度污染,254,12,2020-04-28
134,0.9,38,197,97,52,轻度污染,229,14,2020-04-29
174,0.9,35,239,113,68,中度污染,291,13,2020-04-30
152,0.8,30,217,102,60,中度污染,276,10,2020-05-01
130,0.8,22,192,73,49,轻度污染,236,8,2020-05-02
42,0.7,24,73,39,29,优,105,5,2020-05-03
52,0.7,29,56,53,25,良,212,5,2020-05-04
63,0.7,35,107,52,45,良,149,6,2020-05-05
97,1,48,156,65,59,良,316,11,2020-05-06
89,1.1,54,88,65,66,良,305,9,2020-05-07
48,0.7,23,96,13,26,优,307,3,2020-05-08
57,0.9,29,106,36,40,良,228,5,2020-05-09
64,0.6,25,95,77,27,良,275,4,2020-05-10
60,0.4,25,104,70,17,良,35,5,2020-05-11
72,0.3,19,109,94,19,良,326,4,2020-05-12
122,0.8,39,184,156,43,轻度污染,263,12,2020-05-13
92,0.7,25,150,88,31,良,290,8,2020-05-14
57,0.7,24,108,47,32,良,125,7,2020-05-15
62,0.9,33,90,58,44,良,150,5,2020-05-16
77,0.8,40,82,104,37,良,291,7,2020-05-17
66,0.4,28,98,82,20,良,269,5,2020-05-18
75,0.6,40,129,61,19,良,212,9,2020-05-19
166,1,45,231,91,53,中度污染,140,14,2020-05-20
77,1,33,104,55,56,良,312,7,2020-05-21
92,0.8,27,150,38,39,良,232,5,2020-05-22
47,0.6,30,93,29,18,优,206,5,2020-05-23
80,0.6,34,135,32,22,良,132,5,2020-05-24
55,1.1,44,92,57,39,良,196,10,2020-05-25
85,0.7,27,142,31,34,良,254,5,2020-05-26
61,0.5,24,113,30,18,良,138,5,2020-05-27
121,0.7,38,183,63,30,轻度污染,142,8,2020-05-28
159,1,47,224,96,51,中度污染,253,12,2020-05-29
122,0.6,24,184,66,34,轻度污染,312,7,2020-05-30
52,0.5,22,102,31,18,良,89,4,2020-05-31
112,0.7,32,173,65,26,轻度污染,196,7,2020-06-01
106,0.6,28,166,104,36,轻度污染,176,4,2020-06-02
168,0.6,38,185,285,51,中度污染,309,7,2020-06-03
88,0.7,43,90,126,28,良,333,9,2020-06-04
80,0.9,29,136,46,19,良,183,14,2020-06-05
73,0.9,37,127,46,26,良,114,16,2020-06-06
203,1.1,50,276,121,59,重度污染,229,11,2020-06-07
147,0.7,24,211,112,34,轻度污染,310,8,2020-06-08
76,0.9,33,94,102,47,良,293,10,2020-06-09
134,1.1,31,197,89,66,轻度污染,321,6,2020-06-10
95,1.1,37,153,84,63,良,332,8,2020-06-11
142,1.5,36,206,69,46,轻度污染,259,11,2020-06-12
165,1,28,230,91,51,中度污染,311,8,2020-06-13
87,0.4,18,144,29,10,良,,5,2020-06-14
161,0.6,33,226,78,22,中度污染,260,9,2020-06-15
157,1,38,222,112,40,中度污染,321,13,2020-06-16
92,0.5,16,150,51,19,良,312,5,2020-06-17
97,0.7,23,156,47,32,良,255,6,2020-06-18
142,0.7,31,206,54,34,轻度污染,239,5,2020-06-19
137,0.8,21,200,64,36,轻度污染,227,7,2020-06-20
153,0.8,19,218,69,40,中度污染,282,6,2020-06-21
118,0.8,21,179,66,34,轻度污染,229,9,2020-06-22
69,0.7,24,122,53,28,良,285,8,2020-06-23
88,0.8,19,145,38,31,良,70,6,2020-06-24
81,0.7,18,137,31,18,良,72,5,2020-06-25
103,1.1,26,163,50,41,轻度污染,244,8,2020-06-26
140,1.1,20,203,69,80,轻度污染,327,5,2020-06-27
75,0.8,26,130,40,42,良,290,6,2020-06-28
55,1,40,91,58,39,良,233,10,2020-06-29
130,0.6,25,192,40,32,轻度污染,324,5,2020-06-30
132,0.7,21,195,56,34,轻度污染,229,6,2020-07-01
83,0.9,21,139,46,30,良,309,8,2020-07-02
49,0.8,22,98,35,34,优,250,6,2020-07-03
110,0.8,19,170,50,41,轻度污染,67,5,2020-07-04
113,0.8,14,174,48,46,轻度污染,329,5,2020-07-05
135,1.2,19,198,45,44,轻度污染,172,6,2020-07-06
125,1,22,187,49,40,轻度污染,309,9,2020-07-07
100,0.7,24,159,38,29,良,290,7,2020-07-08
50,0.7,26,100,38,26,优,158,5,2020-07-09
90,0.9,23,148,55,53,良,175,6,2020-07-10
100,1,27,152,67,75,良,325,6,2020-07-11
75,0.8,24,120,52,55,良,321,5,2020-07-12
85,0.9,28,142,49,44,良,327,5,2020-07-13
131,0.9,32,194,58,44,轻度污染,312,4,2020-07-14
135,0.7,26,198,64,45,轻度污染,264,5,2020-07-15
128,0.7,20,190,65,41,轻度污染,280,4,2020-07-16
105,0.8,22,165,70,56,轻度污染,325,4,2020-07-17
64,0.8,19,113,48,46,良,329,5,2020-07-18
83,0.9,17,139,46,33,良,177,6,2020-07-19
117,0.9,24,178,57,39,轻度污染,298,6,2020-07-20
130,0.8,20,192,64,35,轻度污染,250,6,2020-07-21
100,0.9,21,159,54,31,良,289,8,2020-07-22
119,0.8,19,180,51,30,轻度污染,247,7,2020-07-23
148,0.7,25,212,57,29,轻度污染,191,5,2020-07-24
134,0.7,30,197,70,29,轻度污染,294,6,2020-07-25
65,0.6,21,117,43,25,良,327,4,2020-07-26
90,1.4,27,148,53,53,良,294,7,2020-07-27
110,0.9,20,171,50,55,轻度污染,328,4,2020-07-28
137,0.9,24,200,64,53,轻度污染,167,3,2020-07-29
131,0.9,17,194,67,54,轻度污染,330,3,2020-07-30
64,0.9,27,116,43,35,良,319,3,2020-07-31
102,0.8,21,162,36,32,轻度污染,112,3,2020-08-01
104,0.7,16,164,34,28,轻度污染,162,2,2020-08-02
113,0.8,25,174,64,47,轻度污染,286,2,2020-08-03
128,1,23,190,79,63,轻度污染,324,2,2020-08-04
64,0.8,25,72,44,46,良,331,3,2020-08-05
48,0.9,22,72,36,33,优,316,4,2020-08-06
64,0.5,18,116,21,15,良,129,4,2020-08-07
61,0.5,19,113,25,15,良,174,4,2020-08-08
104,0.6,18,164,44,27,轻度污染,83,3,2020-08-09
126,0.6,18,188,36,22,轻度污染,327,4,2020-08-10
143,1,22,207,66,53,轻度污染,309,4,2020-08-11
49,1,34,93,49,32,优,267,4,2020-08-12
58,0.8,15,109,24,25,良,214,3,2020-08-13
127,1.1,23,189,55,39,轻度污染,232,3,2020-08-14
50,0.9,20,100,39,34,优,328,3,2020-08-15
70,1.9,29,74,48,51,良,308,9,2020-08-16
93,1.4,34,114,60,69,良,330,4,2020-08-17
64,1,23,110,36,46,良,332,3,2020-08-18
33,1,24,65,17,14,优,36,4,2020-08-19
40,1.1,32,58,27,14,优,219,9,2020-08-20
78,0.9,36,133,42,20,良,294,10,2020-08-21
137,0.9,32,200,50,26,轻度污染,173,8,2020-08-22
125,1,23,187,66,46,轻度污染,258,8,2020-08-23
62,0.7,19,114,27,21,良,330,4,2020-08-24
131,1,44,194,67,32,轻度污染,199,6,2020-08-25
79,1.3,44,124,68,58,良,315,8,2020-08-26
86,1.4,34,143,61,55,良,331,6,2020-08-27
113,1.1,33,174,46,19,轻度污染,164,9,2020-08-28
94,0.9,28,152,52,27,良,206,7,2020-08-29
87,0.8,17,144,37,24,良,153,4,2020-08-30
56,0.8,26,107,39,30,良,175,5,2020-08-31
83,0.6,31,139,44,17,良,173,5,2020-09-01
43,0.5,33,86,35,17,优,132,4,2020-09-02
43,0.5,25,85,25,8,优,48,4,2020-09-03
60,0.8,42,112,51,22,良,119,7,2020-09-04
161,1.3,41,226,79,38,中度污染,267,14,2020-09-05
128,1.4,29,190,76,58,轻度污染,321,10,2020-09-06
133,1.5,28,196,71,61,轻度污染,320,8,2020-09-07
49,0.7,33,98,35,14,优,191,5,2020-09-08
50,0.5,39,100,34,10,优,182,5,2020-09-09
39,0.8,31,73,37,12,优,217,9,2020-09-10
29,0.8,23,44,23,8,优,6,6,2020-09-11
43,1,27,86,36,18,优,41,8,2020-09-12
55,1,31,106,47,33,良,210,8,2020-09-13
62,1,38,83,46,44,良,274,8,2020-09-14
44,1,27,88,23,30,优,303,4,2020-09-15
37,0.5,28,73,24,15,优,261,5,2020-09-16
42,0.4,25,83,27,8,优,120,5,2020-09-17
52,0.6,41,80,41,17,良,194,7,2020-09-18
91,0.9,55,149,61,31,良,239,9,2020-09-19
57,1.1,40,108,51,30,良,298,11,2020-09-20
70,0.6,32,123,40,15,良,147,8,2020-09-21
61,1,42,113,61,32,良,240,12,2020-09-22
45,0.8,36,88,28,27,优,195,5,2020-09-23
